# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1441072	1441533	-							SPD_RS07555	462		old_locus_tag=SPD_1422
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1441072	1441533	-	WP_000814955.1	WP_000814955.1		ECF transporter S component			SPD_RS07555	462	153	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1441511	1442284	-							SPD_RS07560	774		old_locus_tag=SPD_1423
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1441511	1442284	-	WP_000794776.1	WP_000794776.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase			SPD_RS07560	774	257	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1442274	1443023	-					truA		SPD_RS07565	750		old_locus_tag=SPD_1424
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1442274	1443023	-	WP_000199207.1	WP_000199207.1		tRNA pseudouridine(38-40) synthase TruA	truA		SPD_RS07565	750	249	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1443336	1444487	-							SPD_RS07575	1152		old_locus_tag=SPD_1425
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1443336	1444487	-	WP_000808709.1	WP_000808709.1		MFS transporter			SPD_RS07575	1152	383	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1444727	1445356	-							SPD_RS07580	630		old_locus_tag=SPD_1426
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1444727	1445356	-	WP_000033951.1	WP_000033951.1		Pr6Pr family membrane protein			SPD_RS07580	630	209	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1445359	1445697	-							SPD_RS07585	339		old_locus_tag=SPD_1427
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1445359	1445697	-	WP_001061594.1	WP_001061594.1		zinc ribbon domain-containing protein YjdM			SPD_RS07585	339	112	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1445828	1446499	-					cmk		SPD_RS07590	672		old_locus_tag=SPD_1428
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1445828	1446499	-	WP_000849378.1	WP_000849378.1		(d)CMP kinase	cmk		SPD_RS07590	672	223	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1446508	1446984	-							SPD_RS07595	477		old_locus_tag=SPD_1429
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1446508	1446984	-	WP_001040912.1	WP_001040912.1		SAG1386/EF1546 family surface-associated protein			SPD_RS07595	477	158	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1447036	1447242	+							SPD_RS07600	207		old_locus_tag=SPD_1430
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1447036	1447242	+	WP_000705155.1	WP_000705155.1		ferredoxin			SPD_RS07600	207	68	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1447304	1448257	-							SPD_RS07605	954		old_locus_tag=SPD_1431
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1447304	1448257	-	WP_001812943.1	WP_001812943.1		glycosyltransferase family 2 protein			SPD_RS07605	954	317	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1448259	1449278	-					galE		SPD_RS07610	1020		old_locus_tag=SPD_1432
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1448259	1449278	-	WP_001156535.1	WP_001156535.1		UDP-glucose 4-epimerase GalE	galE		SPD_RS07610	1020	339	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1449381	1449509	-							SPD_RS11935	129		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1449381	1449509	-	WP_001812292.1	WP_001812292.1		hypothetical protein			SPD_RS11935	129	42	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1449579	1450682	-							SPD_RS07615	1104		old_locus_tag=SPD_1433
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1449579	1450682	-	WP_000758181.1	WP_000758181.1		NAD(P)/FAD-dependent oxidoreductase			SPD_RS07615	1104	367	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1450699	1451496	-							SPD_RS07620	798		old_locus_tag=SPD_1434
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1450699	1451496	-	WP_000881161.1	WP_000881161.1		Nif3-like dinuclear metal center hexameric protein			SPD_RS07620	798	265	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1451483	1452160	-							SPD_RS07625	678		old_locus_tag=SPD_1435
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1451483	1452160	-	WP_000624089.1	WP_000624089.1		tRNA (adenine(22)-N(1))-methyltransferase			SPD_RS07625	678	225	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1452262	1454598	-							SPD_RS07630	2337		old_locus_tag=SPD_1436
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1452262	1454598	-	WP_000360053.1	WP_000360053.1		cation-translocating P-type ATPase			SPD_RS07630	2337	778	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1454731	1455480	+							SPD_RS07635	750		old_locus_tag=SPD_1437
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1454731	1455480	+	WP_000500194.1	WP_000500194.1		lysophospholipid acyltransferase family protein			SPD_RS07635	750	249	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1455773	1456387	-							SPD_RS07640	615		old_locus_tag=SPD_1438
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1455773	1456387	-	WP_000531723.1	WP_000531723.1		CadD family cadmium resistance transporter			SPD_RS07640	615	204	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1457121	1457390	-					rpsO		SPD_RS07645	270		old_locus_tag=SPD_1439
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1457121	1457390	-	WP_001018251.1	WP_001018251.1		30S ribosomal protein S15	rpsO		SPD_RS07645	270	89	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1457531	1458160	-							SPD_RS07650	630		old_locus_tag=SPD_1440
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1457531	1458160	-	WP_000762101.1	WP_000762101.1		NAD(P)-dependent oxidoreductase			SPD_RS07650	630	209	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1458399	1458599	+							SPD_RS07655	201		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1458399	1458599	+	WP_001826938.1	WP_001826938.1		hypothetical protein			SPD_RS07655	201	66	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1459030	1459170	+							SPD_RS07670	141		old_locus_tag=SPD_1442
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1459030	1459170	+	WP_000422775.1	WP_000422775.1		MazG-like protein			SPD_RS07670	141	46	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1459177	1459353	+							SPD_RS07675	177		old_locus_tag=SPD_1443
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1459177	1459353	+	WP_000166031.1	WP_000166031.1		MazG-like protein			SPD_RS07675	177	58	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1459411	1461354	+					thrS		SPD_RS07680	1944		old_locus_tag=SPD_1444
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1459411	1461354	+	WP_000608365.1	WP_000608365.1		threonine--tRNA ligase	thrS		SPD_RS07680	1944	647	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1461403	1462377	-							SPD_RS07685	975		old_locus_tag=SPD_1445
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1461403	1462377	-	WP_000887954.1	WP_000887954.1		HAMP domain-containing histidine kinase			SPD_RS07685	975	324	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1462370	1463047	-							SPD_RS07690	678		old_locus_tag=SPD_1446
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1462370	1463047	-	WP_000548959.1	WP_000548959.1		response regulator transcription factor			SPD_RS07690	678	225	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1463203	1464276	+							SPD_RS07695	1074		old_locus_tag=SPD_1447
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1463203	1464276	+	WP_001273825.1	WP_001273825.1		DUF2974 domain-containing protein			SPD_RS07695	1074	357	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1464367	1464669	-							SPD_RS07700	303		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1464367	1464669	-	WP_000281594.1	WP_000281594.1		hypothetical protein			SPD_RS07700	303	100	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1464738	1465175	-							SPD_RS07705	438		old_locus_tag=SPD_1448
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1464738	1465175	-	WP_001166786.1	WP_001166786.1		Rrf2 family transcriptional regulator			SPD_RS07705	438	145	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1465251	1466093	-							SPD_RS07710	843		old_locus_tag=SPD_1449
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1465251	1466093	-	WP_000160958.1	WP_000160958.1		metallophosphoesterase family protein			SPD_RS07710	843	280	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1466205	1466855	+							SPD_RS07715	651		old_locus_tag=SPD_1450
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1466205	1466855	+	WP_000188498.1	WP_000188498.1		metal-dependent transcriptional regulator			SPD_RS07715	651	216	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1467157	1467706	+							SPD_RS11720	550		pseudo;old_locus_tag=SPD_1452
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1467157	1467706	+				nicotinamide mononucleotide transporter			SPD_RS11720	550		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1467808	1468245	+							SPD_RS07730	438		old_locus_tag=SPD_1454
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1467808	1468245	+	WP_000737927.1	WP_000737927.1		hypothetical protein			SPD_RS07730	438	145	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1468340	1468639	-							SPD_RS07735	300		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1468340	1468639	-	WP_001083549.1	WP_001083549.1		hypothetical protein			SPD_RS07735	300	99	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1468820	1469182	-							SPD_RS07740	363		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1468820	1469182	-	WP_001234361.1	WP_001234361.1		hypothetical protein			SPD_RS07740	363	120	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1469994	1470437	-					dtd		SPD_RS07750	444		old_locus_tag=SPD_1457
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1469994	1470437	-	WP_000691400.1	WP_000691400.1		D-aminoacyl-tRNA deacylase	dtd		SPD_RS07750	444	147	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1470467	1472689	-							SPD_RS07755	2223		old_locus_tag=SPD_1458
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1470467	1472689	-	WP_001123795.1	WP_001123795.1		RelA/SpoT family protein			SPD_RS07755	2223	740	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1473684	1474313	+							SPD_RS07760	630		old_locus_tag=SPD_1459
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1473684	1474313	+	WP_000690846.1	WP_000690846.1		MBL fold metallo-hydrolase			SPD_RS07760	630	209	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1474436	1476328	-					pepO		SPD_RS07765	1893		old_locus_tag=SPD_1460
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1474436	1476328	-	WP_000199272.1	WP_000199272.1		endopeptidase PepO	pepO		SPD_RS07765	1893	630	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1476619	1477341	+							SPD_RS07770	723		old_locus_tag=SPD_1461
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1476619	1477341	+	WP_000619143.1	WP_000619143.1		metal ABC transporter ATP-binding protein			SPD_RS07770	723	240	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1477338	1478186	+							SPD_RS07775	849		old_locus_tag=SPD_1462
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1477338	1478186	+	WP_000559784.1	WP_000559784.1		metal ABC transporter permease			SPD_RS07775	849	282	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1478218	1479147	+					psaA		SPD_RS07780	930		old_locus_tag=SPD_1463
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1478218	1479147	+	WP_000733056.1	WP_000733056.1		metal ABC transporter substrate-binding lipoprotein/adhesin PsaA	psaA		SPD_RS07780	930	309	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1479270	1479761	+					tpx		SPD_RS07785	492		old_locus_tag=SPD_1464
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1479270	1479761	+	WP_000256028.1	WP_000256028.1		thiol peroxidase	tpx		SPD_RS07785	492	163	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1479857	1482565	-							SPD_RS07790	2709		old_locus_tag=SPD_1465
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1479857	1482565	-	WP_000595871.1	WP_000595871.1		ABC transporter permease			SPD_RS07790	2709	902	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1482567	1483268	-							SPD_RS07795	702		old_locus_tag=SPD_1466
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1482567	1483268	-	WP_000323372.1	WP_000323372.1		ABC transporter ATP-binding protein			SPD_RS07795	702	233	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1483518	1485929	-							SPD_RS07800	2412		old_locus_tag=SPD_1467
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1483518	1485929	-	WP_000620752.1	WP_000620752.1		glycosyl hydrolase family 95 catalytic domain-containing protein			SPD_RS07800	2412	803	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1485982	1486674	-							SPD_RS07805	693		old_locus_tag=SPD_1468
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1485982	1486674	-	WP_000240129.1	WP_000240129.1		phosphoglycerate mutase			SPD_RS07805	693	230	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1487209	1487594	-							SPD_RS07820	386		pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1487209	1487594	-				hypothetical protein			SPD_RS07820	386		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1487997	1490789	-					ileS		SPD_RS07825	2793		old_locus_tag=SPD_1472
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1487997	1490789	-	WP_000768092.1	WP_000768092.1		isoleucine--tRNA ligase	ileS		SPD_RS07825	2793	930	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1491137	1491925	-					divIVA		SPD_RS07835	789		old_locus_tag=SPD_1474
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1491137	1491925	-	WP_001810114.1	WP_001810114.1		cell division protein DivIVA	divIVA		SPD_RS07835	789	262	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1491934	1492719	-							SPD_RS07840	786		old_locus_tag=SPD_1475
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1491934	1492719	-	WP_001032420.1	WP_001032420.1		RNA-binding protein			SPD_RS07840	786	261	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1492716	1492979	-							SPD_RS07845	264		old_locus_tag=SPD_1476
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1492716	1492979	-	WP_000576513.1	WP_000576513.1		YggT family protein			SPD_RS07845	264	87	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1492979	1493518	-							SPD_RS07850	540		old_locus_tag=SPD_1477
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1492979	1493518	-	WP_000053385.1	WP_000053385.1		cell division protein SepF			SPD_RS07850	540	179	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1493528	1494199	-							SPD_RS07855	672		old_locus_tag=SPD_1478
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1493528	1494199	-	WP_001101074.1	WP_001101074.1		YggS family pyridoxal phosphate-dependent enzyme			SPD_RS07855	672	223	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1494204	1495463	-					ftsZ		SPD_RS07860	1260		old_locus_tag=SPD_1479
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1494204	1495463	-	WP_000144280.1	WP_000144280.1		cell division protein FtsZ	ftsZ		SPD_RS07860	1260	419	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1495480	1496853	-					ftsA		SPD_RS07865	1374		old_locus_tag=SPD_1480
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1495480	1496853	-	WP_000090397.1	WP_000090397.1		cell division protein FtsA	ftsA		SPD_RS07865	1374	457	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1497072	1497776	-							SPD_RS07870	705		old_locus_tag=SPD_1481
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1497072	1497776	-	WP_001055251.1	WP_001055251.1		TIGR02206 family membrane protein			SPD_RS07870	705	234	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1497867	1498478	-							SPD_RS07875	612		old_locus_tag=SPD_1482
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1497867	1498478	-	WP_000857991.1	WP_000857991.1		NUDIX hydrolase N-terminal domain-containing protein			SPD_RS07875	612	203	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1498465	1499838	-							SPD_RS07880	1374		old_locus_tag=SPD_1483
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1498465	1499838	-	WP_000778688.1	WP_000778688.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase			SPD_RS07880	1374	457	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1499922	1500965	-							SPD_RS07885	1044		old_locus_tag=SPD_1484
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1499922	1500965	-	WP_000814630.1	WP_000814630.1		D-alanine--D-alanine ligase			SPD_RS07885	1044	347	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1501141	1501737	-					recR		SPD_RS07890	597		old_locus_tag=SPD_1485
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1501141	1501737	-	WP_000966743.1	WP_000966743.1		recombination mediator RecR	recR		SPD_RS07890	597	198	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1501748	1503805	-					pbp2b		SPD_RS07895	2058		old_locus_tag=SPD_1486
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1501748	1503805	-	WP_001829432.1	WP_001829432.1		penicillin-binding protein 2B	pbp2b		SPD_RS07895	2058	685	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1504005	1504856	+							SPD_RS07900	852		old_locus_tag=SPD_1487
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1504005	1504856	+	WP_000360334.1	WP_000360334.1		MurR/RpiR family transcriptional regulator			SPD_RS07900	852	283	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1504872	1505756	-							SPD_RS07905	885		old_locus_tag=SPD_1488
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1504872	1505756	-	WP_000222983.1	WP_000222983.1		ROK family protein			SPD_RS07905	885	294	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1505774	1506691	-							SPD_RS07910	918		pseudo;old_locus_tag=SPD_1489
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1505774	1506691	-				dihydrodipicolinate synthase family protein			SPD_RS07910	918		pseudo
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1506931	1507338	-							SPD_RS07915	408		partial;pseudo;old_locus_tag=SPD_1490
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1506931	1507338	-				DUF624 domain-containing protein			SPD_RS07915	408		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1507421	1507615	-							SPD_RS11730	195		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1507421	1507615	-	WP_001819688.1	WP_001819688.1		hypothetical protein			SPD_RS11730	195	64	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1507625	1507969	-							SPD_RS07925	345		old_locus_tag=SPD_1491
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1507625	1507969	-	WP_000254912.1	WP_000254912.1		hypothetical protein			SPD_RS07925	345	114	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1508066	1508518	-							SPD_RS07930	453		old_locus_tag=SPD_1492
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1508066	1508518	-	WP_000575459.1	WP_000575459.1		YhcH/YjgK/YiaL family protein			SPD_RS07930	453	150	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1508791	1509630	-							SPD_RS07935	840		old_locus_tag=SPD_1493
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1508791	1509630	-	WP_001192007.1	WP_001192007.1		carbohydrate ABC transporter permease			SPD_RS07935	840	279	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1509646	1510512	-							SPD_RS07940	867		old_locus_tag=SPD_1494
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1509646	1510512	-	WP_001821805.1	WP_001821805.1		carbohydrate ABC transporter permease			SPD_RS07940	867	288	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1510764	1512092	-							SPD_RS07945	1329		old_locus_tag=SPD_1495
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1510764	1512092	-	WP_000672122.1	WP_000672122.1		ABC transporter substrate-binding protein			SPD_RS07945	1329	442	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1512217	1513734	-							SPD_RS07950	1518		old_locus_tag=SPD_1496
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1512217	1513734	-	WP_000477449.1	WP_000477449.1		PTS transporter subunit EIIC			SPD_RS07950	1518	505	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1513753	1514451	-							SPD_RS07955	699		old_locus_tag=SPD_1497
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1513753	1514451	-	WP_001135651.1	WP_001135651.1		N-acetylmannosamine-6-phosphate 2-epimerase			SPD_RS07955	699	232	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1514631	1515734	-							SPD_RS07960	1104		old_locus_tag=SPD_1498
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1514631	1515734	-	WP_000241723.1	WP_000241723.1		Gfo/Idh/MocA family protein			SPD_RS07960	1104	367	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1515746	1517839	-					nanB		SPD_RS07965	2094		old_locus_tag=SPD_1499
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1515746	1517839	-	WP_001042137.1	WP_001042137.1		neuraminidase NanB	nanB		SPD_RS07965	2094	697	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1517857	1518690	-							SPD_RS07970	834		old_locus_tag=SPD_1500
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1517857	1518690	-	WP_000730333.1	WP_000730333.1		carbohydrate ABC transporter permease			SPD_RS07970	834	277	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1518690	1519574	-							SPD_RS07975	885		old_locus_tag=SPD_1501
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1518690	1519574	-	WP_000237985.1	WP_000237985.1		carbohydrate ABC transporter permease			SPD_RS07975	885	294	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1519653	1520990	-							SPD_RS07980	1338		old_locus_tag=SPD_1502
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1519653	1520990	-	WP_000738763.1	WP_000738763.1		ABC transporter substrate-binding protein			SPD_RS07980	1338	445	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1521009	1521461	-							SPD_RS07985	453		old_locus_tag=SPD_1503
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	1521009	1521461	-	WP_000587470.1	WP_000587470.1		YhcH/YjgK/YiaL family protein			SPD_RS07985	453	150	
