# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1598960	1599526	+					amaP		SPR_RS08065	567		old_locus_tag=spr1623
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1598960	1599526	+	WP_000030209.1	WP_000030209.1		alkaline shock response membrane anchor protein AmaP	amaP		SPR_RS08065	567	188	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1599538	1599708	+							SPR_RS08070	171		old_locus_tag=spr1624
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1599538	1599708	+	WP_000455066.1	WP_000455066.1		DUF2273 domain-containing protein			SPR_RS08070	171	56	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1599747	1600355	+							SPR_RS08075	609		old_locus_tag=spr1625
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1599747	1600355	+	WP_000064115.1	WP_000064115.1		Asp23/Gls24 family envelope stress response protein			SPR_RS08075	609	202	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1600386	1600589	+							SPR_RS08080	204		old_locus_tag=spr1626
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1600386	1600589	+	WP_000109957.1	WP_000109957.1		CsbD family protein			SPR_RS08080	204	67	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1600699	1600938	-							SPR_RS08085	240		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1600699	1600938	-	WP_001005783.1	WP_001005783.1		transposase			SPR_RS08085	240	79	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1601116	1601562	-							SPR_RS08090	447		old_locus_tag=spr1627
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1601116	1601562	-	WP_000155429.1	WP_000155429.1		GNAT family N-acetyltransferase			SPR_RS08090	447	148	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1601632	1602291	+							SPR_RS08095	660		old_locus_tag=spr1628
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1601632	1602291	+	WP_000565010.1	WP_000565010.1		prepilin peptidase			SPR_RS08095	660	219	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1602343	1603494	-							SPR_RS08100	1152		old_locus_tag=spr1629
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1602343	1603494	-	WP_000481753.1	WP_000481753.1		helix-turn-helix domain-containing protein			SPR_RS08100	1152	383	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1603509	1604240	-							SPR_RS08105	732		old_locus_tag=spr1630
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1603509	1604240	-	WP_000934017.1	WP_000934017.1		hypothetical protein			SPR_RS08105	732	243	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1604460	1604570	+							SPR_RS08110	111		partial;pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1604460	1604570	+				prepilin peptidase			SPR_RS08110	111		partial;pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1604542	1605318	-					trpA		SPR_RS08115	777		old_locus_tag=spr1631
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1604542	1605318	-	WP_001127036.1	WP_001127036.1		tryptophan synthase subunit alpha	trpA		SPR_RS08115	777	258	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1605311	1606534	-					trpB		SPR_RS08120	1224		old_locus_tag=spr1632
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1605311	1606534	-	WP_000331283.1	WP_000331283.1		tryptophan synthase subunit beta	trpB		SPR_RS08120	1224	407	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1606512	1607111	-							SPR_RS08125	600		old_locus_tag=spr1633
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1606512	1607111	-	WP_000169895.1	WP_000169895.1		phosphoribosylanthranilate isomerase			SPR_RS08125	600	199	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1607098	1607865	-					trpC		SPR_RS08130	768		old_locus_tag=spr1634
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1607098	1607865	-	WP_000076536.1	WP_000076536.1		indole-3-glycerol phosphate synthase TrpC	trpC		SPR_RS08130	768	255	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1607862	1608866	-					trpD		SPR_RS08135	1005		old_locus_tag=spr1635
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1607862	1608866	-	WP_000658684.1	WP_000658684.1		anthranilate phosphoribosyltransferase	trpD		SPR_RS08135	1005	334	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1608877	1609443	-							SPR_RS08140	567		old_locus_tag=spr1636
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1608877	1609443	-	WP_000601926.1	WP_000601926.1		aminodeoxychorismate/anthranilate synthase component II			SPR_RS08140	567	188	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1609440	1610801	-					trpE		SPR_RS08145	1362		old_locus_tag=spr1637
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1609440	1610801	-	WP_000439615.1	WP_000439615.1		anthranilate synthase component I	trpE		SPR_RS08145	1362	453	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1610936	1611091	-							SPR_RS08150	156		old_locus_tag=spr1638
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1610936	1611091	-	WP_000413545.1	WP_000413545.1		hypothetical protein			SPR_RS08150	156	51	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1611174	1611380	-							SPR_RS10850	207		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1611174	1611380	-	WP_000693079.1	WP_000693079.1		hypothetical protein			SPR_RS10850	207	68	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1611988	1612989	-							SPR_RS08160	1002		old_locus_tag=spr1639
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1611988	1612989	-	WP_000789949.1	WP_000789949.1		LacI family DNA-binding transcriptional regulator			SPR_RS08160	1002	333	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1613097	1613465	-							SPR_RS08165	369		old_locus_tag=spr1640
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1613097	1613465	-	WP_000656286.1	WP_000656286.1		hypothetical protein			SPR_RS08165	369	122	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1613561	1614271	-							SPR_RS08170	711		old_locus_tag=spr1641
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1613561	1614271	-	WP_000127552.1	WP_000127552.1		MgtC/SapB family protein			SPR_RS08170	711	236	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1614274	1615965	-							SPR_RS08175	1692		old_locus_tag=spr1643
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1614274	1615965	-	WP_001216179.1	WP_001216179.1		ABC transporter permease			SPR_RS08175	1692	563	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1615977	1616987	-							SPR_RS08180	1011		old_locus_tag=spr1644
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1615977	1616987	-	WP_000589146.1	WP_000589146.1		ABC transporter ATP-binding protein			SPR_RS08180	1011	336	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1617090	1618157	-							SPR_RS08185	1068		old_locus_tag=spr1645
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1617090	1618157	-	WP_000738372.1	WP_000738372.1		extracellular solute-binding protein			SPR_RS08185	1068	355	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1618182	1618841	-							SPR_RS08190	660		old_locus_tag=spr1646
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1618182	1618841	-	WP_000793807.1	WP_000793807.1		DUF1868 domain-containing protein			SPR_RS08190	660	219	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1619051	1620031	-					galE		SPR_RS08195	981		old_locus_tag=spr1647
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1619051	1620031	-	WP_000996556.1	WP_000996556.1		UDP-glucose 4-epimerase GalE	galE		SPR_RS08195	981	326	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1620044	1621519	-					galT		SPR_RS08200	1476		old_locus_tag=spr1648
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1620044	1621519	-	WP_000848802.1	WP_000848802.1		UDP-glucose--hexose-1-phosphate uridylyltransferase	galT		SPR_RS08200	1476	491	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1621532	1622173	-							SPR_RS08205	642		old_locus_tag=spr1649
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1621532	1622173	-	WP_000945327.1	WP_000945327.1		phosphate signaling complex PhoU family protein			SPR_RS08205	642	213	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1622231	1622614	-							SPR_RS10855	384		old_locus_tag=spr1650
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1622231	1622614	-	WP_001813172.1	WP_001813172.1		hypothetical protein			SPR_RS10855	384	127	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1622786	1623082	-							SPR_RS08215	297		old_locus_tag=spr1651
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1622786	1623082	-	WP_000239022.1	WP_000239022.1		hypothetical protein			SPR_RS08215	297	98	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1623066	1625225	-					pfbA		SPR_RS08220	2160		old_locus_tag=spr1652
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1623066	1625225	-	WP_010976622.1	WP_010976622.1		multi-ligand-binding adhesin PfbA	pfbA		SPR_RS08220	2160	719	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1626356	1627582	-							SPR_RS08225	1227		old_locus_tag=spr1654
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1626356	1627582	-	WP_001134497.1	WP_001134497.1		DegT/DnrJ/EryC1/StrS family aminotransferase			SPR_RS08225	1227	408	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1627625	1628317	-							SPR_RS08230	693		old_locus_tag=spr1655
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1627625	1628317	-	WP_000922204.1	WP_000922204.1		sugar transferase			SPR_RS08230	693	230	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1628490	1630241	-							SPR_RS08235	1752		old_locus_tag=spr1656
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1628490	1630241	-	WP_001180173.1	WP_001180173.1		ABC transporter ATP-binding protein			SPR_RS08235	1752	583	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1630231	1631976	-							SPR_RS08240	1746		old_locus_tag=spr1657
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1630231	1631976	-	WP_000022608.1	WP_000022608.1		ABC transporter ATP-binding protein			SPR_RS08240	1746	581	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1632185	1632628	-							SPR_RS08245	444		partial;pseudo;old_locus_tag=spr1658
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1632185	1632628	-				DUF421 domain-containing protein			SPR_RS08245	444		partial;pseudo
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1632631	1633087	-							SPR_RS08250	457		pseudo;old_locus_tag=spr1659
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1632631	1633087	-				DUF3290 family protein			SPR_RS08250	457		pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1633221	1634048	+							SPR_RS08255	828		old_locus_tag=spr1660
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1633221	1634048	+	WP_000767464.1	WP_000767464.1		exodeoxyribonuclease III			SPR_RS08255	828	275	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1634060	1634155	+							SPR_RS08260	96		partial;pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1634060	1634155	+				glyoxalase			SPR_RS08260	96		partial;pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1634203	1634442	+							SPR_RS08265	240		old_locus_tag=spr1661
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1634203	1634442	+	WP_001810061.1	WP_001810061.1		glyoxalase			SPR_RS08265	240	79	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1635320	1635901	+							SPR_RS08270	582		old_locus_tag=spr1662
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1635320	1635901	+	WP_000770395.1	WP_000770395.1		xanthine phosphoribosyltransferase			SPR_RS08270	582	193	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1635901	1637163	+							SPR_RS08275	1263		old_locus_tag=spr1663
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1635901	1637163	+	WP_001194490.1	WP_001194490.1		nucleobase:cation symporter-2 family protein			SPR_RS08275	1263	420	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1637214	1637675	-							SPR_RS08280	462		old_locus_tag=spr1664
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1637214	1637675	-	WP_000850938.1	WP_000850938.1		DpnD/PcfM family protein			SPR_RS08280	462	153	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1637672	1638436	-							SPR_RS08285	765		old_locus_tag=spr1665
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1637672	1638436	-	WP_000418960.1	WP_000418960.1		type-2 restriction enzyme DpnI			SPR_RS08285	765	254	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1638617	1639021	-							SPR_RS08290	405		old_locus_tag=spr1666
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1638617	1639021	-	WP_000651214.1	WP_000651214.1		PaaI family thioesterase			SPR_RS08290	405	134	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1639091	1640572	-							SPR_RS08295	1482		old_locus_tag=spr1667
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1639091	1640572	-	WP_000177009.1	WP_000177009.1		UDP-glucose--hexose-1-phosphate uridylyltransferase			SPR_RS08295	1482	493	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1640591	1641769	-							SPR_RS08300	1179		old_locus_tag=spr1668
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1640591	1641769	-	WP_000191983.1	WP_000191983.1		galactokinase			SPR_RS08300	1179	392	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1641933	1642940	+					galR		SPR_RS08305	1008		old_locus_tag=spr1669
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1641933	1642940	+	WP_000212522.1	WP_000212522.1		DNA-binding transcriptional regulator GalR	galR		SPR_RS08305	1008	335	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1642986	1644023	-							SPR_RS08310	1038		old_locus_tag=spr1670
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1642986	1644023	-	WP_000833731.1	WP_000833731.1		zinc-binding dehydrogenase			SPR_RS08310	1038	345	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1644024	1644377	-					nmlR		SPR_RS08315	354		old_locus_tag=spr1671
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1644024	1644377	-	WP_001022629.1	WP_001022629.1		stress response transcriptional regulator NmlR	nmlR		SPR_RS08315	354	117	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1644621	1645511	-					czcD		SPR_RS08320	891		old_locus_tag=spr1672
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1644621	1645511	-	WP_000645106.1	WP_000645106.1		cation diffusion facilitator family transporter CzcD	czcD		SPR_RS08320	891	296	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1645644	1646180	+					sczA		SPR_RS08325	537		old_locus_tag=spr1673
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1645644	1646180	+	WP_000181689.1	WP_000181689.1		TetR/AcrR family transcriptional regulator SczA	sczA		SPR_RS08325	537	178	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1646347	1647153	-					pnuC		SPR_RS08330	807		old_locus_tag=spr1674
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1646347	1647153	-	WP_000557779.1	WP_000557779.1		nicotinamide riboside transporter PnuC	pnuC		SPR_RS08330	807	268	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1647556	1648873	+							SPR_RS08335	1318		pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1647556	1648873	+				transposase			SPR_RS08335	1318		pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1648982	1650502	-							SPR_RS08340	1521		old_locus_tag=spr1677
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1648982	1650502	-	WP_000182935.1	WP_000182935.1		ABC transporter permease/substrate-binding protein			SPR_RS08340	1521	506	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1650495	1651223	-							SPR_RS08345	729		old_locus_tag=spr1678
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1650495	1651223	-	WP_000575213.1	WP_000575213.1		ATP-binding cassette domain-containing protein			SPR_RS08345	729	242	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1651238	1652002	-							SPR_RS08350	765		old_locus_tag=spr1679
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1651238	1652002	-	WP_000082887.1	WP_000082887.1		nuclear transport factor 2 family protein			SPR_RS08350	765	254	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1652006	1652449	-							SPR_RS08355	444		old_locus_tag=spr1680
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1652006	1652449	-	WP_000651443.1	WP_000651443.1		MarR family winged helix-turn-helix transcriptional regulator			SPR_RS08355	444	147	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1653131	1653427	-							SPR_RS08360	297		old_locus_tag=spr1681
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1653131	1653427	-	WP_000840136.1	WP_000840136.1		bacteriocin immunity protein			SPR_RS08360	297	98	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1653449	1654513	-					pepA		SPR_RS08365	1065		old_locus_tag=spr1682
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1653449	1654513	-	WP_000209199.1	WP_000209199.1		glutamyl aminopeptidase	pepA		SPR_RS08365	1065	354	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1654914	1655615	+					galE		SPR_RS08370	702		old_locus_tag=spr1683
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1654914	1655615	+	WP_000167846.1	WP_000167846.1		UDP-glucose 4-epimerase GalE	galE		SPR_RS08370	702	233	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1655631	1655741	+							SPR_RS11150	111		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1655631	1655741	+	WP_001108391.1	WP_001108391.1		hypothetical protein			SPR_RS11150	111	36	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1656038	1656997	+							SPR_RS08375	960		old_locus_tag=spr1684
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1656038	1656997	+	WP_000777248.1	WP_000777248.1		ABC transporter permease			SPR_RS08375	960	319	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1656987	1657943	+							SPR_RS08380	957		old_locus_tag=spr1685
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1656987	1657943	+	WP_001193676.1	WP_001193676.1		iron chelate uptake ABC transporter family permease subunit			SPR_RS08380	957	318	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1657940	1658692	+							SPR_RS08385	753		old_locus_tag=spr1686
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1657940	1658692	+	WP_000764310.1	WP_000764310.1		iron ABC transporter ATP-binding protein			SPR_RS08385	753	250	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1658788	1659753	+							SPR_RS08390	966		old_locus_tag=spr1687
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1658788	1659753	+	WP_000858246.1	WP_000858246.1		siderophore ABC transporter substrate-binding protein			SPR_RS08390	966	321	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1659978	1660220	-					yidD		SPR_RS08395	243		old_locus_tag=spr1688
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1659978	1660220	-	WP_000821615.1	WP_000821615.1		membrane protein insertion efficiency factor YidD	yidD		SPR_RS08395	243	80	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1660220	1660942	-							SPR_RS08400	723		old_locus_tag=spr1689
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1660220	1660942	-	WP_001222228.1	WP_001222228.1		pseudouridine synthase			SPR_RS08400	723	240	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1660929	1661498	-					scpB		SPR_RS08405	570		old_locus_tag=spr1690
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1660929	1661498	-	WP_000105310.1	WP_000105310.1		SMC-Scp complex subunit ScpB	scpB		SPR_RS08405	570	189	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1661517	1662245	-							SPR_RS08410	729		old_locus_tag=spr1691
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1661517	1662245	-	WP_000351907.1	WP_000351907.1		segregation/condensation protein A			SPR_RS08410	729	242	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1662245	1662979	-					xerD		SPR_RS08415	735		old_locus_tag=spr1692
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1662245	1662979	-	WP_001808689.1	WP_001808689.1		site-specific tyrosine recombinase XerD	xerD		SPR_RS08415	735	244	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1662976	1663437	-					cbpB		SPR_RS08420	462		old_locus_tag=spr1693
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1662976	1663437	-	WP_000560725.1	WP_000560725.1		cyclic-di-AMP-binding protein CbpB	cbpB		SPR_RS08420	462	153	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1663434	1663955	-							SPR_RS08425	522		old_locus_tag=spr1694
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1663434	1663955	-	WP_001118963.1	WP_001118963.1		metallophosphoesterase			SPR_RS08425	522	173	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1663931	1664902	-							SPR_RS08430	972		old_locus_tag=spr1695
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1663931	1664902	-	WP_000182438.1	WP_000182438.1		nucleoside-triphosphate diphosphatase			SPR_RS08430	972	323	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1664899	1665693	-					racE		SPR_RS08435	795		old_locus_tag=spr1696
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1664899	1665693	-	WP_000370376.1	WP_000370376.1		glutamate racemase	racE		SPR_RS08435	795	264	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1665900	1666148	-							SPR_RS08440	249		old_locus_tag=spr1697
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1665900	1666148	-	WP_000364990.1	WP_000364990.1		YneF family protein			SPR_RS08440	249	82	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1666290	1667915	-					treC		SPR_RS08445	1626		old_locus_tag=spr1698
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1666290	1667915	-	WP_000171205.1	WP_000171205.1		alpha,alpha-phosphotrehalase	treC		SPR_RS08445	1626	541	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1668093	1670060	-					treP		SPR_RS08450	1968		old_locus_tag=spr1699
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1668093	1670060	-	WP_000514308.1	WP_000514308.1		PTS system trehalose-specific EIIBC component	treP		SPR_RS08450	1968	655	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1670245	1670955	+					treR		SPR_RS08455	711		old_locus_tag=spr1700
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1670245	1670955	+	WP_000760673.1	WP_000760673.1		trehalose operon repressor	treR		SPR_RS08455	711	236	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1671111	1672417	+							SPR_RS08460	1307		pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	1671111	1672417	+				transposase			SPR_RS08460	1307		pseudo
